date,price
2021-09-17,100.000000
2021-09-20,100.000912
2021-09-21,100.021730
2021-09-22,99.962895
2021-09-23,99.924115
2021-09-24,99.885438
2021-09-27,99.846866
2021-09-28,99.848093
2021-09-29,99.869176
2021-09-30,99.910093
2021-10-01,99.931078
2021-10-04,99.932148
2021-10-05,99.913341
2021-10-06,99.874713
2021-10-07,99.836189
2021-10-08,99.837456
2021-10-12,99.779199
2021-10-13,99.740935
2021-10-14,99.762217
2021-10-15,99.664584
2021-10-18,99.606850
2021-10-19,99.667929
2021-10-20,99.689344
2021-10-21,99.591989
2021-10-22,99.534485
2021-10-25,99.556130
2021-10-26,99.557984
2021-10-27,99.500593
2021-10-28,99.502564
2021-10-29,99.544022
2021-11-01,99.506423
2021-11-02,99.587389
2021-11-03,99.569443
2021-11-04,99.689936
2021-11-05,99.731161
2021-11-08,99.613930
2021-11-09,99.694835
2021-11-10,99.498721
2021-11-12,99.461273
2021-11-15,99.463362
2021-11-16,99.445731
2021-11-17,99.487302
2021-11-18,99.489352
2021-11-19,99.491403
2021-11-22,99.276713
2021-11-23,99.338196
2021-11-24,99.261874
2021-11-29,99.520330
2021-11-30,99.502605
2021-12-01,99.425763
2021-12-02,99.290135
2021-12-03,99.351627
2021-12-06,99.255633
2021-12-07,99.159989
2021-12-08,99.201991
2021-12-09,99.165405
2021-12-10,99.227043
2021-12-13,99.249320
2021-12-14,99.232270
2021-12-15,99.195628
2021-12-16,99.296553
2021-12-17,99.259755
2021-12-20,99.282004
2021-12-21,99.186335
2021-12-22,99.228347
2021-12-23,99.172124
2021-12-27,99.076869
2021-12-28,99.119041
2021-12-29,99.102346
2021-12-30,99.144494
2022-01-03,99.049369
2022-01-04,99.072011
2022-01-05,98.957600
2022-01-06,98.863166
2022-01-07,98.886132
2022-01-10,98.791971
2022-01-11,98.834569
2022-01-12,98.799085
2022-01-13,98.822182
2022-01-14,98.669871
2022-01-18,98.537678
2022-01-19,98.580644
2022-01-20,98.507043
2022-01-21,98.647173
2022-01-24,98.690015
2022-01-25,98.635531
2022-01-26,98.425965
2022-01-27,98.333564
2022-01-28,98.396203
2022-01-31,98.342618
2022-02-01,98.347209
2022-02-02,98.390500
2022-02-03,98.336963
2022-02-04,98.109853
2022-02-07,98.134206
2022-02-08,98.042940
2022-02-09,98.028933
2022-02-10,97.554703
2022-02-11,97.771157
2022-02-14,97.623861
2022-02-15,97.629958
2022-02-16,97.750795
2022-02-17,97.814131
2022-02-18,97.858235
2022-02-22,97.691496
2022-02-23,97.659278
2022-02-24,97.741875
2022-02-25,97.728687
2022-02-28,97.945452
2022-03-01,98.201082
2022-03-02,97.840613
2022-03-03,97.788929
2022-03-04,97.852321
2022-03-07,97.762326
2022-03-08,97.615330
2022-03-09,97.526205
2022-03-10,97.456456
2022-03-11,97.405974
2022-03-14,97.184741
2022-03-15,97.229838
2022-03-16,97.047500
2022-03-17,97.073885
2022-03-18,97.024594
2022-03-21,96.711518
2022-03-22,96.644527
2022-03-23,96.746786
