date,price
2021-09-17,100.000000
2021-09-20,100.565855
2021-09-21,100.383389
2021-09-22,100.482386
2021-09-23,99.647218
2021-09-24,99.098851
2021-09-27,99.012845
2021-09-28,98.470197
2021-09-29,98.385332
2021-09-30,98.664120
2021-10-01,99.035502
2021-10-04,98.949637
2021-10-05,98.498723
2021-10-06,98.595698
2021-10-07,98.147476
2021-10-08,97.882746
2021-10-12,98.069244
2021-10-13,98.346739
2021-10-14,98.716341
2021-10-15,98.085958
2021-10-18,98.092123
2021-10-19,97.557971
2021-10-20,97.564333
2021-10-21,97.302398
2021-10-22,97.487423
2021-10-25,97.672905
2021-10-26,97.768994
2021-10-27,98.587621
2021-10-28,98.320995
2021-10-29,98.508542
2021-11-01,98.242307
2021-11-02,98.429650
2021-11-03,98.073351
2021-11-04,98.713653
2021-11-05,99.452015
2021-11-08,98.906002
2021-11-09,99.370309
2021-11-10,98.459607
2021-11-12,98.284256
2021-11-15,97.838790
2021-11-16,97.845093
2021-11-17,98.121559
2021-11-18,98.218119
2021-11-19,98.677658
2021-11-22,97.867525
2021-11-23,97.514808
2021-11-24,97.789948
2021-11-29,98.880724
2021-11-30,99.712842
2021-12-01,99.718480
2021-12-02,99.631591
2021-12-03,100.473114
2021-12-06,99.732275
2021-12-07,99.276152
2021-12-08,98.914988
2021-12-09,99.195579
2021-12-10,99.293278
2021-12-13,99.852452
2021-12-14,99.672754
2021-12-15,99.401397
2021-12-16,99.683875
2021-12-17,99.967463
2021-12-20,99.787424
2021-12-21,99.331049
2021-12-22,99.521011
2021-12-23,99.158504
2021-12-27,99.348026
2021-12-28,99.261890
2021-12-29,98.718195
2021-12-30,98.997927
2022-01-03,98.003134
2022-01-04,97.739671
2022-01-05,97.298799
2022-01-06,97.127447
2022-01-07,96.868070
2022-01-10,96.698115
2022-01-11,96.969889
2022-01-12,97.065212
2022-01-13,97.427423
2022-01-14,96.723122
2022-01-18,95.939603
2022-01-19,96.295802
2022-01-20,96.302764
2022-01-21,97.013433
2022-01-24,97.020141
2022-01-25,96.761397
2022-01-26,96.152643
2022-01-27,96.509911
2022-01-28,96.780870
2022-01-31,96.699454
2022-02-01,96.530176
2022-02-02,96.801191
2022-02-03,96.455573
2022-02-04,95.502143
2022-02-07,95.595909
2022-02-08,95.257569
2022-02-09,95.437299
2022-02-10,94.671057
2022-02-11,95.621718
2022-02-14,95.110968
2022-02-15,94.519412
2022-02-16,94.697310
2022-02-17,95.218151
2022-02-18,95.656705
2022-02-22,95.490881
2022-02-23,95.067337
2022-02-24,95.332566
2022-02-25,95.253829
2022-02-28,96.474399
2022-03-01,97.452169
2022-03-02,96.219513
2022-03-03,96.226583
2022-03-04,97.288913
2022-03-07,96.940684
2022-03-08,96.243058
2022-03-09,95.553572
2022-03-10,95.215805
2022-03-11,95.051489
2022-03-14,93.867159
2022-03-15,93.791059
2022-03-16,93.463851
2022-03-17,93.388472
2022-03-18,93.898431
2022-03-21,92.406174
2022-03-22,91.923990
2022-03-23,92.422169
2022-03-24,92.266726
2022-03-25,91.137824
2022-03-28,91.307399
2022-03-29,91.719662
2022-03-30,92.216110
2022-03-31,92.470211
2022-04-01,91.906148
2022-04-04,91.671306
2022-04-05,90.714306
2022-04-06,90.167855
2022-04-07,89.783690
2022-04-08,89.324382
2022-04-11,88.791794
2022-04-12,89.342361
2022-04-13,89.507567
2022-04-14,88.510147
2022-04-18,88.366980
2022-04-19,87.768155
2022-04-20,88.385304
2022-04-21,88.014119
2022-04-22,88.024175
2022-04-25,88.720475
2022-04-26,89.038318
2022-04-27,88.662591
2022-04-28,88.442493
2022-04-29,88.147189
2022-05-02,87.400425
2022-05-03,87.560945
2022-05-04,87.872788
2022-05-05,86.980268
2022-05-06,86.471303
2022-05-09,87.000082
2022-05-10,87.458705
2022-05-11,88.072092
2022-05-12,88.615433
2022-05-13,87.938582
2022-05-16,88.328293
2022-05-17,87.579586
2022-05-18,88.269949
2022-05-19,88.661743
2022-05-20,89.133159
2022-05-23,88.526772
2022-05-24,89.305494
2022-05-25,89.392798
2022-05-26,89.402487
2022-05-27,89.489889
2022-05-31,88.648532
2022-06-01,87.971802
2022-06-02,88.133572
2022-06-03,87.840590
2022-06-06,87.248981
2022-06-07,87.709103
2022-06-08,87.343621
2022-06-09,87.279239
2022-06-10,86.471868
2022-06-13,84.448209
2022-06-14,84.035114
2022-06-15,85.181934
2022-06-16,85.553597
2022-06-17,85.782205
2022-06-21,85.358173
2022-06-22,86.459423
2022-06-23,86.987246
2022-06-24,86.701146
2022-06-27,86.196115
2022-06-28,86.206974
2022-06-29,86.953982
2022-06-30,87.860907
2022-07-01,88.629669
2022-07-05,89.100141
2022-07-06,88.266068
2022-07-07,87.670597
2022-07-08,87.081781
2022-07-11,87.840032
2022-07-12,88.076961
2022-07-13,88.466826
2022-07-14,88.096634
2022-07-15,88.334489
2022-07-18,88.116826
2022-07-19,87.749203
2022-07-20,87.534148
2022-07-21,88.525491
2022-07-22,89.611335
2022-07-25,89.310622
2022-07-26,89.320513
2022-07-27,89.562865
2022-07-28,90.353510
2022-07-29,90.441868
2022-08-01,91.005531
2022-08-02,89.828868
2022-08-03,89.994847
2022-08-04,90.396830
2022-08-05,89.232976
2022-08-08,89.707624
2022-08-09,89.484180
2022-08-10,89.649312
2022-08-11,88.962292
2022-08-12,89.203195
2022-08-15,89.599913
2022-08-16,89.377038
2022-08-17,88.847162
2022-08-18,88.933975
2022-08-19,88.180134
2022-08-22,87.812689
2022-08-23,87.672827
2022-08-24,87.234382
2022-08-25,87.843057
2022-08-26,87.778307
2022-08-29,87.189755
2022-08-30,87.274885
